32 in 1 Game Cartridge
A Game of Concentration
A-VCS-tec Challenge
Acid Drop
Adventure
Adventures of Tron
Air Raid
Air Raiders
Air-Sea Battle
Airlock
Alien (Atari 2600)
Alien's Return
Alpha Beam with Ernie
Amidar
Arcade Pinball
Armor Ambush
Artillery Duel
Assault (1983)
Asteroids (1979)
Asteroids Deluxe
Astrosmash
Atari Video Cube
Atlantis
Aztec Challenge
Bachelor Party
Bank Heist
Barnstorming (1982)
Basic Math
BASIC Programming
Basketball
Battlezone (1980)
Beamrider
Beany Bopper
Beat 'Em & Eat 'Em
Berzerk
Blackjack
Bobby is Going Home
Bogey Blaster
Boot Hill
Boulder Dash (1984)
Bowling (1979)
Boxing (1980)
Brain Games
Breakout (1976)
Bump 'n' Jump
BurgerTime (1982)
California Games
Canyon Bomber
Carnival
Casino
Caverns of Mars
Centipede (1981)
Chase the Chuck Wagon
Chopper Command
Chuck Norris Superkicks
Circus
Combat (1977)
Commando
Commando Raid
Communist Mutants from Space
Congo Bongo
Cosmic Ark
Crackpots
Crazy Climber
Crossbow
Crystal Castles
Custer's Revenge
Dandy
Deadly Duck
Defender
Demon Attack
Demons to Diamonds
Dig Dug (1982)
Dishaster
Dodge 'Em
Dolphin
Donkey Kong
Donkey Kong Jr.
Double Dragon
Double Dunk
Dragonfire
Dragonstomper
Dragster
Duck Attack!
E.T. the Extra-Terrestrial
Eggomania
Elevator Action (1983)
Enduro
Escape from the Mindmaster
Fantastic Voyage
Fast Food
Fatal Run (1990)
Fathom (Imagic)
Fire Fighter (Imagic)
Fishing Derby
Flash Gordon (1983)
Frankenstein's Monster
Freeway
Frogger (1981)
Frogger II: ThreeeDeep!
Frogs and Flies
Front Line
Frostbite
G.I. Joe: Cobra Strike (1983)
Galaxian
Gas Hog
Ghost Manor
Ghostbuster 2
Ghostbusters (1984)
Golf (1980)
Gopher
Gorf
Grand Prix
Gravitar
Gremlins
Gyruss (1988)
H.E.R.O.
Halloween (1983)
Halo 2600
Haunted House (1982)
I Want My Mommy
Ice Hockey (1981)
Ikari Warriors (1986)
Indy 500
Infiltrate (1982)
International Soccer (1982)
James Bond 007
Journey Escape
Joust
Jr. Pac-Man
Jungle Hunt
Juno First
Kaboom!
Kangaroo
Karate
Keystone Kapers
Klax
Kool-Aid Man
Krull
Kung-Fu Master
Lady Bug
Laser Blast
Laser Gates
Lock 'n' Chase
Lost Luggage
Mangia
Mario Bros. (1983)
Masters of the Universe: The Power of He-Man
Medieval Mayhem (2006)
Megamania
Midnight Magic
Millipede
Miner 2049er
Miniature Golf
Missile Command (1980)
Montezuma's Revenge
Moon Patrol
Mountain King
Mouse Trap
Mr. Do!
Mr. Do's Castle
Mr. Postman (1983)
Ms. Pac-Man
Name This Game
NFL Football (1979)
Night Driver
Night Stalker
No Escape!
Off the Wall
Oink!
Omega Race
Outlaw
Oystron
Pac-Man
Parachute
Party Mix
Pelé's Soccer
Pengo
Pepsi Invaders
Pete Rose Baseball
Phaser Patrol
Phoenix (1980)
Pitfall II: Lost Caverns
Pitfall! (1982)
Planet Patrol (1982)
Plaque Attack
Polaris (1980)
Pole Position (1982)
Pong (1972)
Pooyan
Popeye
Pressure Cooker
Private Eye
Q*bert
Quadrun
Raiders of the Lost Ark
Rampage
Reactor (1982)
RealSports Boxing
RealSports Football
RealSports Tennis
RealSports Volleyball
Revenge of the Beefsteak Tomatoes
Riddle of the Sphinx
River Patrol
River Raid
Road Runner
Robot Tank
Roc'n Rope
Sea Battle (1980)
Seaquest
Secret Quest (1989)
Sesame Street
Skate Boardin'
Skeet Shoot
Skiing
Sky Diver
Sky Jinks
Sky Skipper
Slot Racers
Smurf: Rescue in Gargamel's Castle
Sneak 'n Peek
Snoopy and the Red Baron
Solar Fox
Solaris
Soul of the Beast
Space Cavern
Space Invaders (1978)
Space Jockey
Space Shuttle: A Journey into Space
Space War
Spacechase
Spider-Man (1982)
Spiderdroid
Spy Hunter (1983)
Squish 'em
Sssnake
Stampede
Star Fire
Star Fox (1983)
Star Raiders (1979)
Star Ship
Star Strike
Star Trek (1983)
Star Voyager
Star Wars (1983)
Star Wars: Jedi Arena
Star Wars: Return of The Jedi - Death Star Battle
Star Wars: The Empire Strikes Back
Stargate
Stargunner (1982)
Starmaster
Steeplechase
Strategy X
Street Racer (1977)
Summer Games
Super Cobra
Superman (1978)
Surround
Swordquest
Tapper
Tax Avoiders
Taz
Tennis (1981)
Tetris (1984)
Texas Chainsaw Massacre
The Activision Decathlon
Thrust
Thunderground
Time Pilot (1982)
Tooth Protectors
Towering Inferno
Track & Field
Trick Shot (Imagic)
Tron: Deadly Discs
Tunnel Runner
Turbo
Tutankham
Up'n Down
Vanguard (1981)
Venture
Video Chess
Video Life
Video Olympics
Video Pinball
Warlords (1980)
Warring Worms
Winter Games
Winter Games (2009)
Wizard of Wor
Worm War I
Xenophobe
Yars' Revenge
Zaxxon
