007: The World is not Enough
1080° Snowboarding (N64)
40 Winks
64 Ōzumō
Aero Fighters Assault
AeroGauge
Aidyn Chronicles: The First Mage
Air Boarder 64
All Star Tennis '99
All-Star Baseball '99
All-Star Baseball 2000
Animal Crossing
Armorines: Project S.W.A.R.M.
Army Men: Air Attack (1999)
Army Men: Sarge's Heroes
Army Men: Sarge's Heroes 2
Automobili Lamborghini
B3313
Bakushō Jinsei 64: Mezase! Resort Ō
Bangai-O
Banjo Dreamie
Banjo Kazooie: Jiggies of Time
Banjo-Kazooie
Banjo-Tooie
Bass Masters 2000
Bass Rush
Batman Beyond: Return of the Joker
BattleTanx
BattleTanx: Global Assault
Battlezone (1998)
Beetle Adventure Racing
Big Mountain 2000
Bio F.R.E.A.K.S.
Blast Corps
Blues Brothers 2000
Body Harvest
Bomberman 64 (1997)
Bomberman 64: The Second Attack
Bomberman Hero (1998)
Bottom of the 9th (1996)
Brunswick Circuit Pro Bowling
Buck Bumble
Bust-A-Move 2: Arcade Edition
California Speed
Carmageddon
Castlevania (1999)
Castlevania: Legacy of Darkness
Centre Court Tennis
Chameleon Twist
Chameleon Twist 2
Charlie Blast's Territory
Chōkūkan Night: Pro Yakyū King
Chōkūkan Night: Pro Yakyū King 2
Chopper Attack
Choro Q 64
Choro Q 64 2
ClayFighter 63⅓
ClayFighter: Sculptor's Cut
Conker's Bad Fur Day
Cruis'n Exotica
Cruis'n USA (1996)
Cruis'n World
Custom Robo
Custom Robo V2
CyberTiger
Dark Rift
Densha de Go! 2 Kōsoku-hen
Densha de Go! 64
Destruction Derby
Dezaimon 3D
Diddy Kong Racing
Dinosaur Planet (N64)
Disney's Tarzan
Disney's Tigger's Honey Hunt
Disney•Pixar A Bug's Life
Donald Duck: Goin' Quackers
Donkey Kong 64
Doom 64
Doraemon 2: Nobita to Hikari no Shinden
Doraemon: Nobita to 3 Tsu no Seireiseki
Dr. Mario 64
Dual Heroes
Duck Dodgers Starring Daffy Duck
Duke Nukem 64
Duke Nukem: Zero Hour
Earthworm Jim 3D
ECW Hardcore Revolution
Excitebike 64 (2000)
Extreme-G
Extreme-G 2
F-1 World Grand Prix
F-1 World Grand Prix II
F-Zero X
F-Zero X Climax (Hack)
F1 Pole Position 64
F1 Racing Championship
F1 World Grand Prix
Famista 64
FIFA '98: Road to World Cup
FIFA Soccer 64
FIFA: Road to World Cup 98
Fighters Destiny
Fighting Force
Flying Dragon
Forsaken
Fox Sports College Hoops '99
G.A.S.P!! Fighters' NEXTream
Gauntlet Legends
Getter Love!!: Cho Renai Party Game Tanjou
Gex 3: Deep Cover Gecko (1999)
Gex: Enter the Gecko (1998)
Glover
Goemon Mononoke Sugoroku
Goemon's Great Adventure
Golden Nugget 64
GoldenEye 007 (1997)
GT 64: Championship Edition
Hamster Monogatari 64
Harvest Moon 64 (1999)
Heiwa Pachinko World 64
Hercules: The Legendary Journeys (N64)
HeXen: Beyond Heretic
Hey You, Pikachu!
Hot Wheels Turbo Racing
Hybrid Heaven
Hydro Thunder (1999)
Iggy's Reckin' Balls
In-Fisherman Bass Hunter 64
Indiana Jones and the Infernal Machine
Indy Racing 2000
International Superstar Soccer
International Superstar Soccer 2000
International Superstar Soccer 64
International Superstar Soccer 98
International Track & Field 2000
Itoi Shigesato no Bass Tsuri No. 1
J-League Dynamite Soccer 64
J-League Eleven Beat 1997
J-League Tactics Soccer
J. League Live 64
Jeremy McGrath Supercross 2000
Jet Force Gemini
Jikkyō GI Stable
Jinsei Game 64
John Romero's Daikatana
Ken Griffey Jr.'s Slugfest
Killer Instinct Gold
Kira tto Kaiketsu! 64 Tanteidan
Kirby 64: The Crystal Shards
Knife Edge: Nose Gunner
Knockout Kings 2000
Kobe Bryant in NBA Courtside
LEGO Racers
Lode Runner 3-D
Mace: The Dark Age
Madden Football 64
Madden NFL 2000
Madden NFL 2001
Madden NFL 2002
Madden NFL 99
Magical Tetris Challenge
Major League Baseball Featuring Ken Griffey Jr.
Mario Golf (1999)
Mario Kart 64 (1996)
Mario no Photopi
Mario Party
Mario Party 2
Mario Party 3
Mario Tennis (2000)
Masters '98: Haruka Naru Augusta
Mega Man 64 (2001)
Mia Hamm 64 Soccer
Michael Owen's WLS 2000
