102 Dalmatians: Puppies to the Rescue
3-D Ultra Pinball (Old)
4x4 World Trophy
Action Man: Search for Base X
AF+ER
Air Zonk (1992)
Airforce Delta
Akira DX
Alice in Wonderland (2000)
Aliens: Thanatos Encounter
All-Star Baseball 2000
Alleyway
Alone in the Dark: The New Nightmare
An Autumn With You
Animorphs
Another Bible
Antz
Antz Racing
Armorines: Project S.W.A.R.M.
Army Men
Army Men (Old)
Army Men 2
Army Men: Sarge's Heroes 2
Arthur's Absolutely Fun Day!
Asterix : Search for Dogmatix
Austin Powers: Oh, Behave!
Austin Powers: Welcome to My Underground Lair!
Azure Dreams GB
B-Daman Baku Gaiden V: Final Mega Tune
B-Daman Baku Gaiden: Victory e no Michi
Baby Felix Halloween
Bakukyuu Renpatsu!! Super B-Daman Gekitan! Rising Valkyrie!
Balloon Fight (GameBoy)
Balloon Kid (1990)
Barbie: Magic Genie Adventure
Barbie: Ocean Discovery
Bass Masters Classic: Pro Edition
Batman: Chaos in Gotham
Battleship (1993)
BattleTanx
Best of Microsoft Entertainment Pack
Bionic Commando: Elite Forces
Black Bass: Lure Fishing
Blade (2000)
Blaster Master: Enemy Below (2000)
Bomberman Max
Bomberman Quest
Buffy the Vampire Slayer (2000)
Bugs Bunny & Lola Bunny: Operation Carrot Patch
Bugs Bunny Crazy Castle 4
Bust-a-Move Millennium
Buzz Lightyear of Star Command
Cannon Fodder
Cargo (Horatiu.nyc)
Carmageddon
Casper
Catwoman
Centipede (1981)
Championship Motocross 2001 Featuring Ricky Carmichael (GBC)
Chee-Chai Alien
Chicken Run
Commander Keen (1990)
Commander Keen (2001)
Commander Keen (GBC)
Conker's Pocket Tales
Cookie's Bakery
Croc
Croc 2
Cruis'n Exotica
Crystalis
CyberTiger
Daikatana
Dave Mirra Freestyle BMX
David Beckham Soccer
Deer Hunter
Deja Vu: A Nightmare Comes True
Densha de Go!
Densha de Go! 2 Kōsoku-hen
Dexter's Laboratory: Robot Rampage
Dinosaur'us (2001)
Disney's Atlantis: The Lost Empire
Disney's Beauty & The Beast: A Boardgame Adventure
Disney's Dinosaur
Disney's Doug: Doug's Big Game
Disney's The Emperor's New Groove (2000)
Disney•Pixar A Bug's Life
Diva Starz: Mall Mania
Dogtato
Dokapon?! Millennium Quest
Donald Duck: Goin' Quackers
Donkey Kong Country
Donkey Kong Land 3
Dracula: Crazy Vampire
Dragon Ball Z: Legendary Super Warriors
Dragon Quest (1986)
Dragon Quest II (1987)
Dragon Quest III (1988)
Dragon Warrior I & II
Dragon Warrior Monsters
Driver (1999)
Dropzone (1984)
Duke Nukem (GBC)
Earthworm Jim
Earthworm Jim: Menace 2 the Galaxy
ECW Hardcore Revolution
Elevator Action EX
F1 Racing Championship
Ferret Monogatari: Watashi no Okiniiri
FIFA 2000
Fix My Heart
Force 21 (Old)
Fort Boyard (2001)
Frogger (1981)
Frogger 2: Swampy's Revenge
Galaga: Destination Earth
Game & Watch Gallery 2
Game Boy Wars 3
Ganbare Goemon: Hoshizorashi Dynamites Arawaru!!
Ganbare Goemon: Tengu-tō no Gyakushū!
Gex 3: Deep Pocket Gecko (GBA)
Gex: Enter the Gecko (1998)
Ghosts 'n Goblins (1985)
Goemon Mononoke Sugoroku
Grand Theft Auto
Grand Theft Auto 2
Grandia: Parallel Trippers
Gremlins: Unleashed
Hal's Hole in One Golf
Hamtaro
Hamtaro Ham-Hams Unite!
Hana Yori Dango: Another Love Story
Harry Potter and the Chamber of Secrets (GBC)
Harry Potter and the Sorcerer's Stone (GBC)
Harvest Moon 2 GBC (1999)
Harvest Moon 3 GBC (2000)
Harvest Moon GB
Hello Kitty's Cube Frenzy
Hercules - The Legendary Journeys (GBC)
Heroes of Might and Magic II
Heroes of Might and Magic: A Strategic Quest
Hoyle Card Games (2000)
Hoyle Casino
Hugo: Black Diamond Fever
Hugo: The Evil Mirror
Hype: The Time Quest
IndestructoTank! GB
Indiana Jones and the Infernal Machine
Inspector Gadget: Operation Madkactus
International Superstar Soccer 2000
Jack Bros.
Jeff Gordon XS Racing
Jeremy McGrath Supercross 2000
Kakutou Ryouri Densetsu Bistro Recipe
Keitai Denjū Telefang
Ken Griffey Jr.'s Slugfest
Kettō Transformers Beast Wars: Beast Senshi Saikyō Ketteisen
Kirby Tilt 'n' Tumble
Kirikou
Klax
Koto Battle: Tengai no Moribito
Las Vegas Cool Hand
Laura's Happy Adventures
Legend of the River King
Legend of the River King 2
LEGO Alpha Team
Lego Alpha Team (2001)
LEGO Island 2: The Brickster's Revenge
LEGO Racers
LEGO Stunt Rally
Lego Stunt Rally (2000)
Life In The Analog Age: Rainy Day
Lil' Monster
Little Magic
Little Nicky
Looney Tunes
Looney Tunes Collector: Alert!
Looney Tunes Racing
Looney Tunes: Carrot Crazy
Looney Tunes: Marvin Strikes Back!
Looney Tunes: Twouble!
Lufia: The Legend Returns (2001)
M&M's Minis Madness
Madden NFL 2000
Madden NFL 2001
Madden NFL 2002
Magi Nation
Magical Chase
Magical Drop
Marble Madness
Mario Golf (1999)
Mario Tennis GB
Mary-Kate and Ashley: Pocket Planner
Mat Hoffman's Pro BMX
McDonalds Monogatari: Honobono Tenchou Ikusei Game
Mega Man Xtreme
